7982,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)",Drama|Horror|Mystery|Thriller,Two sisters reunite after not having seen each other for five years. While catching up on each others' lives they relive childhood experiences both good and Bad
7983,Broadway Danny Rose (1984),Comedy,Danny Rose is a manager of artists and although he's not very successful he nevertheless goes out of his way to help his acts. So when Lou Canova a singer who has a chance of making a come-back asks Danny to help him with a problem Danny helps him. This problem is Lou's mistress Tina. Lou wants Tina to be at his concerts otherwise he can't perform but he's married so Danny has to take her along as if she was his girlfriend. Danny however gets more than he has bargained for when two mobsters come looking for the guy who has hurt their brother by stealing the heart of Tina the girl he loves.
7984,From Beyond (1986),Horror|Sci-Fi,Dr. Edward Pretorius and his assistant the physician Crawford Tillinghast have developed the Resonator a machine to stimulate the sixth sense through the pineal gland. When Crawford activates the apparatus he sees creatures flying in the air and he summons Dr. Pretorius. The experiment goes out of control and Dr. Pretorius refuses to turn off the Resonator. Meanwhile their neighbor calls the police and when the police officers arrive they see Crawford trying to escape from his house and Dr. Pretorius beheaded. Crawford is sent to a mental institution under the supervision of the sadistic Dr. Bloch. However the prominent psychiatrist Dr. Katherine McMichaels requests the custody of Crawford and Detective Bubba Brownlee that is investigating the case stays with them. Katherine goes with Crawford and Bubba to see the Resonator and turns the machine on. Dr. Pretorius returns in a mutant shape and attacks them in the beginning of a gore night with weird life forms.
7987,Dolls (1987),Horror,Three stories of undying love: Bound by a long red cord a young couple wanders in search of something they have forgotten. An aging yakuza returns to the park where he used to meet his long-lost girlfriend. A disfigured pop star confronts the phenomenal devotion of her biggest fan.
7990,Rock 'N' Roll High School (1979),Comedy|Musical,Vince Lombardi High School keeps losing principals to nervous breakdowns because of the students' love of rock 'n' roll and their disregard of education. The putative leader of the students is Riff Randell who loves the music of the Ramones. A new principal the rock-music-hating Miss Evelyn Togar is brought in and promises to put an end to the music craze. When Miss Togar and a group of parents attempt to burn a pile of rock records the students take over the high school joined by the Ramones who are made honorary students. When the police are summoned and demand that the students evacuate the building they do so which leads to an explosive finale.
7991,Death Race 2000 (1975),Action|Sci-Fi,A champion of a brutal cross-country car race of the future where pedestrians are run down for points has a change of heart while being hounded by rivals and a conspiracy seeking to stop the race.
7995,"Wild Angels, The (1966)",Action|Drama,Peter Fonda plays 'Heavenly Blues' the leader of Hell's Angels chapter from Venice California while Bruce Dern plays 'Loser' his best pal. When they both botch their attempt to retrieve ...
8003,Bedlam (1946),Drama|Horror,Nell Bowen the spirited protege of rich Lord Mortimer becomes interested in the conditions of notorious St. Mary's of Bethlehem Asylum (Bedlam). Encouraged by the Quaker Hannay she tries to bring support to reforming Bedlam but the cruel Master Sims who runs it has her committed there. The inmates however have the last say.
8008,Brigadoon (1954),Fantasy|Musical|Romance,Two Americans on a hunting trip in Scotland become lost. They encounter a small village not on the map called Brigadoon in which people harbor a mysterious secret and behave as if they were still living two hundred years in the past.
8009,Marjorie Morningstar (1958),Drama,While working as a counselor at a summer camp college-student Marjorie Morgenstern falls for 32-year-old Noel Airman a would-be dramatist working at a nearby summer theater. Like Marjorie...
8010,"Power of One, The (1992)",Drama,Music video for the title song from the NAPPA Gold award-winning CD "The Power of One" by Patricia Shih
8011,"Weather Underground, The (2002)",Documentary,N/A
8012,Kikujiro (Kikujirô no natsu) (1999),Comedy|Drama,Brash loudmouthed and opportunistic Kikujiro hardly seems the ideal companion for little Masao who is determined to travel long distances to see the mother he has never met. Their excursion to the cycle races is the first of a series of adventures for the unlikely pair which soon turns out to be a whimsical journey of laughter and tears with a wide array of surprises and odd ball characters to meet along the way.
8014,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",Drama,A young man in a personal tailspin flees the US to Italy where he sparks up a romance with a woman harboring a dark primordial secret.
8015,"Phantom Tollbooth, The (1970)",Adventure|Animation|Children|Fantasy,Milo is a boy who is bored with life. One day he comes home to find a toll booth in his room. Having nothing better to do he gets in his toy car and drives through - only to emerge in a world full of adventure.
8016,"Getaway, The (1972)",Action|Crime|Drama|Thriller,To save his kidnapped wife Brent Magna must drive at the orders of a mysterious man.
8019,Dark Water (Honogurai mizu no soko kara) (2002),Drama|Horror|Mystery|Thriller,A mother and daughter still wounded from a bitter custody dispute hole up in a run-down apartment building. Adding further drama to their plight they are targeted by the ghost of former resident.
8033,How to Steal a Million (1966),Comedy|Crime|Romance,Nicole's father a legendary art collector lends his prized Cellini Venus to a prestigious Paris museum. Unfortunately the Venus was *not* sculpted by Cellini but by Nicole's grandfather. (Her father is a forger as well but his specialty is paintings.) Before tests can be done which would prove the Venus a fake Nicole enlists the services of "society burglar" Simon Demott to steal the million dollar statue.
8039,Support Your Local Sheriff! (1969),Comedy|Western,McCullough is "passing through on my way to Australia" when he takes a job in a gold rush town. After a startling display of marksmanship he immediately arrests the youngest son of the evil landowner (Danby). A battle of hired guns begins as McCullough continues to tame the town and defeat the gunslingers with a combination of skill and wit.
8042,Mean Streets (1973),Crime|Drama,The future is set for Tony and Michael - owning a neighbour- hood bar and making deals in the mean streets of New York city's Little Italy. For Charlie the future is less clearly defined. A small-time hood he works for his uncle making collections and reclaiming bad debts. He's probably too nice to succeed. In love with a woman his uncle disapproves of (because of her epilepsy) and a friend of her cousin Johnny Boy a near psychotic whose trouble-making threatens them all - he can't reconcile opposing values. A failed attempt to escape (to Brooklyn) moves them all a step closer to a bitter almost preordained future.
8044,I Am a Fugitive from a Chain Gang (1932),Crime|Drama|Film-Noir,Having returned from fighting in World War I James Allen doesn't want to settle into a humdrum life and decides to set off to find his fortune. He travels the length and breadth of America working as a skilled tradesman in the construction industry. When times get tough however he finds himself living in a shelter where an acquaintance suggests they go out for a hamburger. What the friend really has in mind is to rob the diner and Allen soon finds himself working on a chain gang with a long jail sentence. Allen manages to escape however and heads to Chicago where over several years he slowly but surely works his way up the ladder to become one of the most respected construction engineers in the city. His past catches up with him and despite protestations from civic leaders and his many friends in Chicago he finds himself again on the chain gang. Escaping for a second time he accepts that to survive he must lead a life of crime.
8056,Harper (1966),Crime|Drama|Mystery,Lew Harper is a Los Angeles based private investigator whose marriage to Susan Harper who he still loves is ending in imminent divorce since she can't stand being second fiddle to his work which is always taking him away at the most inopportune of times. His latest client is tough talking and physically disabled Elaine Sampson who wants him to find her wealthy husband Ralph Sampson missing now for twenty-four hours ever since he disappeared at Van Nuys Airport after having just arrived from Vegas. No one seems to like Ralph Elaine included. She believes he is cavorting with some woman which to her would be more a fact than a problem. Harper got the case on the recommendation of the Sampsons' lawyer and Harper's personal friend milquetoast Albert Graves who is unrequitedly in love with Sampson's seductive daughter Miranda Sampson. Miranda who Harper later states throws herself at anything "pretty in pants" also has a decidedly cold relationship with her stepmother Elaine. As Harper begins his investigation he is often joined by one or two new sidekicks Miranda and/or Allan Taggert Sampson's private pilot who was the last person to see him before his disappearance. Living on the Sampson estate Allan is also Miranda's casual boyfriend who Harper coins "Beauty" because of his preppy good looks. They discover that Sampson has indeed been kidnapped as they receive a ransom note. As Harper follows leads he ends up in the underbelly of Los Angeles society which includes encounters with Betty Fraley a junkie lounge singer Fay Estabrook an ex-movie ingénue now overweight alcoholic and Claude a religious cult leader. At each of Harper's stops people seem to want to beat him up or worse kill him. The case takes a slight turn after they decide to pay the $500000 ransom to see where it leads.
8057,Sweet Bird of Youth (1962),Drama,Drifter Chance Wayne returns to his hometown after many years of trying to make it in the movies. Arriving with him is a faded film star he picked up along the way Alexandra Del Lago. While trying to get her help to make a screen test he also finds the time to meet his former girlfriend Heavenly the daughter of the local politician Tom 'Boss' Finley who more or less forced him to leave the town many years ago.
8070,Grill Point (Halbe Treppe) (2002),Drama,Two pairs each married for quite a long time are living in a small east German town. The film focuses on the relationships between each of the four people and what happens when an affair takes place between two of them who are not married to each other and logically betraying the two remaining characters. This event leads to deep thoughts about marriage friendship relationships and last not least life itself.
8093,Shiri (Swiri) (1999),Action|Drama|Romance|Thriller,N/A
8094,Bad Day at Black Rock (1955),Drama|Thriller|Western,From the time John J. Macreedy steps off the train in Black Rock he feels a chill from the local residents. The town is only a speck on the map and few if any strangers ever come to the place. Macreedy himself is tight-lipped about the purpose of his trip and he finds that the hotel refuses him a room the local garage refuses to rent him a car and the sheriff is a useless drunkard. It's apparent that the locals have something to hide but when he finally tells them that he is there to speak to a Japanese-American farmer named Kamoko he touches a nerve so sensitive that he will spend the next 24 hours fighting for his life.
8117,In China They Eat Dogs (I Kina spiser de hunde) (1999),Action|Comedy,Arvid is a regular bank clerk whose life changes radically when he knocks out the bank robber Franz with his squash racket. A few days later Franz's wife visits him lamenting that she needed the swag for an IVF. To obtain the money Arvid and his criminal brother Harald plan a thievery which ends bloodily and drags them into real trouble.
8121,"Seducing Doctor Lewis (Grande séduction, La) (2003)",Comedy,Ste-Marie-La-Mauderne is a small depressed coastal village in Québec where even fishing as an industry has died. Almost everyone is on welfare including Germain Lesage. An option for most townsfolk is to move to the city something that Germain refuses to do even though his wife Hélène wants to at least consider it just because her brother could provide her with a job. The Mayor Réal Fournier would sell out the townsfolk in his attempts to lure industry to the town still with no takers. Part of their catch-22 situation in luring industry there is that there is no doctor a condition made by one company owned by M. Dupré that would potentially locate his new plastic container factory there. As such Germain and a few of his friends Henri Giroux and Yvon Brunet decide to reach out to every doctor in Québec to see if he/she can be enticed to move there. Due to a little police strong-arming they get one nibble in the form of thirty-three year old Montréal plastic surgeon Dr. Christopher Lewis who is somewhat blackmailed to live in Ste-Marie for one month. Germain figures they have to captivate him on first sight of the town - not easy as the ugliest building is the first thing one sees entering the harbor - which includes giving him Henri's house in which to live Henri the only person with a half-decent house as the town's sole bank employee and thus the de facto branch manager although all he really does is cash everyone's welfare checks. They will also use intelligence they gather about him both before his arrival and during his stay - the latter in not the most ethical manner - to cater to his every whim making him think that these items are just everyday aspects of town life regardless of if they even know about what he's talking (cricket matches? beef stroganoff?). But what may be the most difficult part in the words of Germain is to make him think that he's in the best place on earth while being in a dinghy. All the while they also have to manipulate M. Dupré who may be more and more difficult to manage in his expectations of the town.
8123,Sammy and Rosie Get Laid (1987),Comedy|Drama,Sammy and Rosie are an unconventional middle-class London married couple. They live in the midst of inner-city chaos surround themselves with intellectual street people and sleep with everybody - except each other! Things become interesting when Sammy's father Raffi who is a former Indian government minister comes to London for a visit. Sammy Rosie and Raffi try to find meaning through their lives and loves.
8125,Sunrise: A Song of Two Humans (1927),Drama|Romance,A married farmer falls under the spell of a slatternly woman from the city who tries to convince him to drown his wife.
8126,Shock Corridor (1963),Drama,Bent on winning a Pulitzer Prize a journalist commits himself to a mental institution to solve a strange and unclear murder.
8128,Au revoir les enfants (1987),Drama,A French boarding school run by priests seems to be a haven from World War II until a new student arrives. He becomes the roommate of top student in his class. Rivals at first the roommates form a bond and share a secret.
8129,Sex: The Annabel Chong Story (1999),Documentary,After moving in together in an impossibly beautiful New York apartment Carrie Bradshaw and Mr. Big make a rather arbitrary decision to get married. The wedding itself proves to be anything but a hasty affair--the guest list quickly blooms from 75 to 200 guests and Carrie's simple label-less wedding gown gives way to an enormous creation that makes her look like a gigantic cream puff. An upcoming photo spread in Vogue puts the event--which will take place at the New York Public Library--squarely in the public eye. Meanwhile Carrie's girlfriends--Samantha the sexpot; Charlotte the sweet naïf; and Miranda the rigid perfectionist--could not be happier. At least they couldn't be happier for Carrie. Charlotte still has the unrealized hope of getting pregnant. Samantha is finding a loving committed relationship more grueling than she could have imagined. Miranda unwittingly lets her own unhappiness--created when Steve admits to cheating on her just once--spoil Carrie's. After a heated encounter with Steve she happens to spot Mr. Big and tells him he's crazy to get married. She's really only thinking of her own marriage. But her angry remark gets Mr. Big to thinking.
8130,"Girl Next Door, The (1999)",Documentary,N/A
8131,Pursuit of Happiness (2001),Comedy|Romance,An advertising executive fails to realize that the woman of his dreams is his best friend since first grade now married to his cheating co-worker.
8132,Gladiator (1992),Action|Drama,Maximus is a powerful Roman general loved by the people and the aging Emperor Marcus Aurelius. Before his death the Emperor chooses Maximus to be his heir over his own son Commodus and a power struggle leaves Maximus and his family condemned to death. The powerful general is unable to save his family and his loss of will allows him to get captured and put into the Gladiator games until he dies. The only desire that fuels him now is the chance to rise to the top so that he will be able to look into the eyes of the man who will feel his revenge.
8133,"Inheritance, The (Arven) (2003)",Drama,Peter a young German enters a suburban Buenos Aires restaurant; seeking only directions he instead accidentally ends up with a plate smashing into his head thrown by the irritable Olinda the 60 year-old Italian immigrant owner of the restaurant. The two develop a friendship once they discover that the reasons for their having moved to Argentina are strikingly similar.
8136,Indestructible Man (1956),Crime|Horror|Sci-Fi,"Butcher" Benton goes to his death in the state prison cursing the three men who double-crossed him following an armored-car hold-up; "Squeamy" Ellis Joe Marcelli and Paul Lowe his attorney and leader of the gang. He vows to return and kill them and dies without revealing the location of the stolen money. Detective Chasen is determined to keep working on the case until the stolen loot is recovered. Benton's body is taken to Professor Bradshaw and his assistant for experimentation and they manage to restore him to life making him practically indestructible in the process. He takes off after the three men getting rid of everybody who stands in his way. He is impervious to police bullets. He kills Ellis and Marcelli while Lowe seeks police protection. Benton takes to the sewers to recover the hidden loot and the police are powerless to stop him.
8137,"Wasp Woman, The (1959)",Horror|Sci-Fi,Janice Starlin the owner of a cosmetics firm sees that her fading beauty is not only causing waves in her personal life but causing some prestige problems for her also-fading business. She becomes an easy mark for a pseudo-scientist Eric Zinthrop who claims to have developed a serum from the enzymes of wasps that will turn aging skin to youthful-looking skin. The second-best thing to a time machine. She without any hesitation agrees to be the first human to try the Zinthro injections. But as her beauty returns her secretary Mary Dennison and her advertising executive Bill Lane notices she is also having a personality change and it isn't for the better albeit she was no Miss Congegeniality to begin with. Then Zinthrop gets hit by an automobile for plot-development purposes and is somewhat incapacitated and not in any shape to be whipping up any new batches of Zinthrop's Wasp Enzyme Injection Serum and without her enzyme injections Janice turns into a wasp-like woman and meaner that a yellow-jacket hornet. Several people don't live to regret coming into contact with her and this is not good for the business either.
8138,Attack of the Giant Leeches (1959),Horror|Sci-Fi,A backwoods game warden and a local doctor discover that giant leeches are responsible for disappearances and deaths in a local swamp but the local police don't believe them.
8142,Dead or Alive: Hanzaisha (1999),Action|Crime,Without a home and feeling no obligation to Japanese society or Yakuza Ryuichi (Takeuchi Riki) and his small group decide to make their own place by trying to take over the Shinjuku underworld and the drug trade from Taiwan. As they plan an all-out-assault on the remaining Chinese and Japanese mafia kings only Detective Jojima (Aikawa Sho) stands between them and complete domination.
8143,Lola Montès (1955),Drama,The film tells the tragic story of Lola Montès a great adventurer who becomes the main attraction of a circus after being the lover of various important European men.
8147,Charly (1968),Drama|Sci-Fi,An intellectually disabled man undergoes an experiment that gives him the intelligence of a genius.
8154,"Dolce Vita, La (1960)",Drama,Christina is a middle-aged woman whose daughter Dorita is in Italy for studies. Going to visit Dorita she meets a young man on the boat and they end up in bed together. Upon returning to Greece she tells her best friend Sasa about the stranger she met but the biggest surprise comes when Dorita also returns to Greece and meets her boyfriend to her family...
8157,Jin Roh: The Wolf Brigade (Jin-Rô) (1998),Animation|Fantasy|Thriller,Ten years after the end of World War II; anti-terror policeman Fuse gets suspended from service after the suicide by self-detonation of a young terrorist girl during an operation as he failed to shoot her in time. When he tries to gather some information about her he meets her sister and befriends with her. Both get dragged into the rivalries between the administration of the police and the counter terrorism commando unit 'Jin Roh' (human wolves).
8158,Rush (1991),Crime|Drama,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.
8167,Captain Blood (1935),Action|Adventure|Romance,After being wrongly convicted as a traitor Peter Blood an English physician is sent to exile in the British colonies of the Caribbean where he becomes a pirate.
8169,*batteries not included (1987),Children|Comedy|Fantasy|Sci-Fi,Apartment block tenants seek the aid of alien mechanical life-forms to save their building from demolition.
8183,Educating Rita (1983),Comedy|Drama,In London the twenty-seven year-old hairdresser Rita decides to complete her basic education before having children as desired by her husband Denny. She joins the literature course in an ...
8187,On Moonlight Bay (1951),Comedy|Musical,The Winfield family moves into a new house in a small town in Indiana. Tomboy Marjorie Winfield begins a romance with William Sherman who lives across the street. Marjorie has to learn how to dance and act like a proper young lady. Unfortunately William Sherman has unconventional ideas for the time (setting is during W.W.I but the war does not play a major part for most of the movie). His ideas include not believing in marriage or money which causes friction with Marjorie's father who is the local bank vice president.
8188,Sansho the Bailiff (Sanshô dayû) (1954),Drama,In Medieval Japan a compassionate governor is sent into exile. His wife and children try to join him but are separated and the children grow up amid suffering and oppression.
8189,Zazie dans le métro (1960),Comedy,This merry farce depicts a satirical view of the French society: Ten-year-old Zazie has to stay two days with her relatives in Paris so that her mother can spend some time with her lover. However Zazie escapes her uncle's custody and sets out to explore Paris on her own.
8190,"Americanization of Emily, The (1964)",Comedy|Drama|War,During the build-up to D-Day in 1944 the British found their island hosting many thousands of American soldiers who were "oversexed overpaid and over here". That's Charlie Madison exactly; he knows all the angles to make life as smooth and risk-free as possible for himself. But things become complicated when he falls for an English woman and his commanding officer's nervous breakdown leads to Charlie being sent on a senseless and dangerous mission.
8191,Anne of the Thousand Days (1969),Drama,Henry VIII of England discards one wife Katharine of Aragon who has failed to produce a male heir in favor of the young and beautiful Anne Boleyn.
8194,Baby Doll (1956),Drama,Living in Tiger Tail County Mississippi middle aged Archie Lee Meighan and nineteen year old "Baby Doll" Meighan née McCargo have been married for close to two years. Their marriage is not based on love but each getting what they want from the other. Their marriage agreement has them consummating their marriage on her twentieth birthday which is in three days the act to which Baby Doll is not really looking forward. But she does taunt him and other men with her overt "baby doll" sexuality the baby doll aspect which she fosters by sleeping in their house's nursery in a crib. Baby Doll's now deceased father allowed the marriage on the stipulation that Archie Lee provide Baby Doll financial security as displayed by the most resplendent house in the south. They currently live in a dilapidated mansion with her Aunt Rose Comfort and although Archie Lee is making some renovations on it he no longer has the financial means to make it what Baby Doll wants as his cotton ginning competitor the recently arrived Sicilian Silva Vacarro who runs the cotton plantation syndicate has effectively put him and many others in the area out of business. The Meighan's fortunes may change after Vacarro's cotton gin burns down in a case of arson. Vacarro is certain Archie Lee is the arsonist. After meeting the Meighans and learning more about their marriage Vacarro believes the way to get what he wants is through Baby Doll. This action begins the three way battle of wills between Vacarro Archie Lee and Baby Doll.
8195,"Avventura, L' (Adventure, The) (1960)",Drama|Mystery|Romance,A series of sketches about people who have illicit affairs in a motel: among them a starlet and a pilot two bit Casanovas an industry manager and his secretary.
8196,Beyond the Valley of the Dolls (1970),Comedy|Horror,This film is a sequel in name only to Valley of the Dolls (1967). An all-girl rock band goes to Hollywood to make it big. There they find success but luckily for us they sink into a cesspool of decadence. This film has a sleeping woman performing on a gun which is in her mouth. It has women posing as men. It has lesbian sex scenes. It is also written by Roger Ebert who had become friends with Russ Meyer after writing favorable reviews of several of his films.
8197,Hiroshima Mon Amour (1959),Drama|Romance|War,A French woman and a Japanese man have an affair while she is in Japan making a film about peace and the impact of the atomic bomb on Hiroshima The man an architect lost his family in the bombing. She recalls her lover during the war a 23 year-old German soldier who later died. Despite the time they spend together her attachment appears minimal and they go forward into the future.
8199,Ugetsu (Ugetsu monogatari) (1953),Drama|Thriller,A tale of ambition family love and war set in the midst of the Japanese Civil Wars of the sixteenth century.
8207,"Day of the Jackal, The (1973)",Crime|Thriller,It is the early 60s in France. The remaining survivors of the aborted French Foreign Legion have made repeated attempts to kill DeGaulle. The result is that he is the most closely guarded man in the world. As a desperate act they hire The Jackal the code name for a hired killer who agrees to kill French President De Gaulle for half a million dollars. We watch his preparations which are so thorough we wonder how he could possibly fail even as we watch the French police attempt to pick up his trail. The situation is historically accurate. There were many such attempts and the film closely follows the plot of the book.
8208,"Razor's Edge, The (1946)",Drama,A jittery customer forces a barber to use desperate measures.
8225,Night of the Living Dead (1990),Horror,There is panic throughout the nation as the dead suddenly come back to life. The film follows a group of characters who barricade themselves in an old farmhouse in an attempt to remain safe from these flesh eating monsters.
8228,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",Mystery,Spade and Archer is the name of a San Francisco detective agency. That's for Sam Spade and Miles Archer. The two men are partners but Sam doesn't like Miles much. A knockout who goes by the name of Miss Wonderly walks into their office; and by that night everything's changed. Miles is dead. And so is a man named Floyd Thursby. It seems Miss Wonderly is surrounded by dangerous men. There's Joel Cairo who uses gardenia-scented calling cards. There's Kasper Gutman with his enormous girth and feigned civility. Her only hope of protection comes from Sam who is suspected by the police of one or the other murder. More murders are yet to come and it will all be because of these dangerous men -- and their lust for a statuette of a bird: the Maltese Falcon.
8235,Safety Last! (1923),Action|Comedy|Romance,When a store clerk organizes a publicity stunt in which a friend climbs the outside of a tall building circumstances force him to make the perilous climb himself.
8236,While the City Sleeps (1956),Drama|Film-Noir,Death of media magnat Amos Kyne is causing power struggle between his executives. In the meantime New York women become prey of a serial killer. Reporter Edward Mobley is in that circumstances faced with almost impossible missions: to catch the killer to prevent the media empire from falling into the wrong hands and to save his romantic relationship from break-up.
8239,Viridiana (1961),Comedy|Drama,Viridiana a young nun about to take her final vows pays a visit to her widowed uncle at the request of her Mother Superior.
8240,Totally F***ed Up (1993),Drama,Life really sucks for a group of gay and lesbian teenagers living in Los Angeles. Their parents kicked them out they're broke and bored their lovers cheat on them they're harassed by gay-bashers. If things are going to be this way maybe suicide isn't a bad idea; at least not in the mind of Andy our major protagonist who gives the film its title by describing himself as "totally fucked up."
8253,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),Action|Adventure|Animation|Comedy|Crime|Mystery,The legendary burglar Lupin III sets off on an adventurous trip across Italy and San Marino.
8254,Arizona Dream (1993),Comedy|Drama|Fantasy|Romance,An Innuit hunter races his sled home with a fresh-caught halibut. This fish pervades the entire film in real and imaginary form. Meanwhile Axel tags fish in New York as a naturalist's gofer. He's happy there but a messenger arrives to bring him to Arizona for his uncle's wedding. It's a ruse to get Axel into the family business. In Arizona Axel meets two odd women: vivacious needy and plagued by neuroses and familial discord. He gets romantically involved with one while the other rich but depressed plays accordion tunes to a gaggle of pet turtles.
8256,Queen Christina (1933),Drama|Romance,Queen Christina of Sweden is a dominant European ruler in the 17th century and has never thought of romance. However she accidentally and secretly falls in love with an emissary from Spain even though a marriage between the two seems out of the question.
8257,Battleground (1949),Action|Drama|War,A squad of the 101st Airborne Division copes with being trapped in the besieged city of Bastogne during the Battle of the Bulge.
8261,3 Women (Three Women) (1977),Drama,Pinky is an awkward adolescent who starts work at a spa in the California desert. She becomes overly attached to fellow spa attendant Millie when she becomes Millie's room-mate. Millie is ...
8263,Take Me Out to the Ball Game (1949),Comedy|Musical|Romance,The Wolves baseball team gets steamed when they find they've been inherited by one K.C. Higgins a suspected "fathead" who intends to take an active interest in running the team. But K.C. turns outs to be a beautiful woman who really knows her baseball. Second baseman Dennis Ryan promptly falls in love. But his playboy roommate Eddie O'Brien has his own notions about how to treat the new lady owner and some unsavory gamblers have their own ideas about how to handle Eddie.
8264,Grey Gardens (1975),Documentary,An old mother and her middle-aged daughter the aunt and cousin of Jacqueline Kennedy Onassis live their eccentric lives in a filthy decaying mansion in East Hampton.
8266,Purple Rain (1984),Drama|Musical,A young man with a talent for music has begun a career with much promise. He meets an aspiring singer Apollonia and finds that talent alone isn't all that he needs. A complicated tale of his repeating his father's self destructive behavior losing Apollonia to another singer (Morris Day) and his coming to grips with his own connection to other people ensues.
8267,Signs of Life (Lebenszeichen) (1968),Drama,A wounded German paratrooper named Stroszek is sent to the quiet island of Kos with his wife Nora a Greek nurse and two other soldiers recovering from minor wounds. Billeted in a decaying fortress they guard a munitions depot. There's little to do: Becker a classicist translates inscriptions on ancient tablets found in the fortress Meinhart devises traps for cockroaches Nora helps Stroszek make fireworks using gunpowder from grenades in the depot. Slowly in the heat and torpor Stroszek goes mad drives the others from the fortress and threatens the city with blowing up the depot. With care the German command must figure out how to get him down.
8268,Point of No Return (1993),Action|Thriller,Drug addict Maggie Hayward's consistent violence even in police custody ends in the execution chamber. However top-secret US government agent 'Bob' arranges a staged death so Maggie can...
8273,"Tale of Ham and Passion, A (Jamón, Jamón) (1992)",Comedy|Drama|Romance
8275,College (1927),Comedy,A wild weekend is in store for three high school seniors who visit a local college campus as prospective freshmen.
8290,Mitchell (1975),Action|Crime,A sleazy incompetent detective tries to simultaneously take down heroin dealers and a socialite who murdered a burglar.
8327,Dolls (2002),Drama|Romance,Three stories of undying love: Bound by a long red cord a young couple wanders in search of something they have forgotten. An aging yakuza returns to the park where he used to meet his long-lost girlfriend. A disfigured pop star confronts the phenomenal devotion of her biggest fan.
8331,"Man Who Came to Dinner, The (1942)",Comedy,Lecturer Sheridan Whiteside slips on the ice on his way into the home of a prominent Ohio family. The local doctor says Whiteside must remain confined having broken his leg. He begins to meddle with the lives of everyone in the household and once his plots are underway learns there is nothing wrong with his leg. He bribes the doctor and resumes control of the household.
8332,Sunday Bloody Sunday (1971),Drama,Divorced working woman Alex and well-to-do Jewish family doctor Daniel Hirsh share not only the same answering service but also the favours of young Bob Elkin who bed-hops between them as ...
8336,"Major and the Minor, The (1942)",Comedy|Romance,New York working girl Susan Applegate is desperate to go home to Iowa but does not have the railway fare so she disguises herself as a child to ride half fare. Enroute she meets Philip Kirby an Army major teaching at a military school.
8337,"Caine Mutiny, The (1954)",Drama|War,When a U.S. Naval captain shows signs of mental instability that jeopardizes the ship the first officer relieves him of command and faces court martial for mutiny.
8338,Black Narcissus (1947),Drama,After opening a convent in the Himalayas five nuns encounter conflict and tension - both with the natives and also within their own group - as they attempt to adapt to their remote exotic surroundings.
8340,Escape from Alcatraz (1979),Drama|Thriller,The true story of three inmates who attempt a daring escape from the infamous prison Alcatraz Island. Although no-one had managed to escape before bank robber Frank Morris masterminded this elaborately detailed and as far as anyone knows ultimately successful escape. In 29 years this seemingly impenetrable federal penitentiary which housed Al Capone and "Birdman" Robert Stroud was only broken once by three inmates never heard of again.
8341,Oliver Twist (1948),Adventure|Crime|Drama,An adaptation of the classic Dickens tale where an orphan meets a pickpocket on the streets of London. From there he joins a household of boys who are trained to steal for their master.
8360,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance,Shrek has rescued Princess Fiona got married and now is time to meet the parents. Shrek Fiona and Donkey set off to Far Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along and there's tension in the marriage. It's not just the family who are unhappy. Prince Charming returns from a failed attempt at rescuing Fiona and works alongside his mother the Fairy Godmother to try and find a way to get Shrek away from Fiona.
8361,"Day After Tomorrow, The (2004)",Action|Adventure|Drama|Sci-Fi|Thriller,N/A
8362,Raising Helen (2004),Comedy|Drama|Romance,Helen Harris is living the life she's always dreamed of: her career at a top modeling agency is on the rise; she spends her days at fashion shows and her nights at the city's hottest clubs. But her carefree lifestyle comes to a screeching halt when one phone call changes everything. Helen soon finds herself responsible for her sister's children: 15-year-old Audrey 10-year-old Henry and 5-year-old Sarah. No one doubts that Helen is the coolest aunt in New York but what does this glamour girl know about raising kids? The fun begins as Helen goes through the transformation from super-hip to super-mom but she quickly finds that dancing at 3a.m. doesn't mix with getting kids to school on time--advice that Helen's older sister Jenny is only too quick to dish out. Along the way Helen finds support in the most unusual place--with Dan Parker the handsome young pastor and principal of the kids' new school--and realizes the choice she has to make is between the life she's always loved and the new loves of her life.
8363,Soul Plane (2004),Comedy,Why just fly when you can soar with soul? After a humiliating experience on an airplane Nashawn Wade sues the airline and is awarded a huge settlement. Determined to make good with the money Nashawn creates the full service airline of his dreams complete with sexy stewardesses funky music a hot onboard dance club and a bathroom attendant. Departing from all-new Terminal X in Los Angeles Soul Plane gives "fly" a whole new meaning taking its passengers on a maiden voyage full of comedy.
